No,Destination Name,Address,Subdistrict,Regency,Latitude,Longitude,Category 1,Category 2 ,Category 3,Rating,Google Reviews (Count),Source,Child Entry,Adults Entry,Normal Hotel Price
64,Hotel Santika Siligita Nusa Dua,"Banjar Peminge, Jl. Siligita No.3A, Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80571, Indonesia",Kuta Selatan,Badung,-8.8048542,115.2220182,Stays,Standard Hotel,Beachside Hotel,4.4,1953,https://maps.google.com/?cid=8452002582376478021,,,"Rp1,166,667"
65,Sheraton Bali Kuta Resort,"Jl. Pantai Kuta, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7182893,115.1695705,Stays,Premium Hotel,Beachside Resort,4.7,6624,https://maps.google.com/?cid=11166494907059452735,,,"Rp3,468,667"
66,Tribe Bali Kuta Beach,"Jl. Pantai Kuta No.99, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.712541,115.167766,Stays,Premium Hotel,Beachside Hotel,4.5,680,https://maps.google.com/?cid=5806778546963391030,,,"Rp1,637,857"
67,Kaisa Villas Seminyak,"Jl. Bali Deli No.88, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6866237,115.1695392,Stays,Premium Hotel,Villa,4.4,189,https://maps.google.com/?cid=12517064069479348342,,,"Rp2,450,000"
68,Novotel Bali Nusa Dua - Hotel & Residences,"Jl. Pantai Mengiat, Benoa, Kec. Kuta Sel., Bali, 80363, Indonesia",Kuta Selatan,Badung,-8.8080515,115.2265242,Stays,Premium Hotel,Beachside Resort,4.7,6010,https://maps.google.com/?cid=9756156381209995845,,,"Rp1,902,120"
69,Danoya Villa Seminyak,"Jl. Batubelig No. 559, Seminyak, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.6729146,115.1548373,Stays,Premium Hotel,Villa,4.3,585,https://maps.google.com/?cid=15933322794474076960,,,"Rp3,663,000"
70,Grand Palace Hotel Sanur - Bali,"Jl. Bypass Ngurah Rai No.165, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.6877061,115.2589775,Stays,Standard Hotel,City Hotel,4.5,1111,https://maps.google.com/?cid=17787088249624482208,,,"Rp1,035,000"
71,HARRIS Hotel and Conventions Denpasar Bali,"Jl. Cokroaminoto No.23-25, Pemecutan Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80118, Indonesia",Denpasar Utara,Denpasar,-8.6448542,115.2089185,Stays,Standard Hotel,City Hotel,4.4,3394,https://maps.google.com/?cid=17027610622116358414,,,"Rp568,000"
72,THE 1O1 Bali Oasis Sanur,"Jl. Danau Tamblingan No.136A, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.6954135,115.2636496,Stays,Standard Hotel,City Hotel,4.2,1323,https://maps.google.com/?cid=9510219289894830067,,,"Rp1,492,000"
73,HARRIS Hotel Kuta Tuban Bali,"Jl. Dewi Sartika, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7403304,115.1669791,Stays,Standard Hotel,City Hotel,4.5,4110,https://maps.google.com/?cid=17874279228357216470,,,"Rp973,333"
74,Mövenpick Resort and Spa Bali,"Jimbaran Bali, Jl. Wanagiri No.1, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80362, Indonesia",Kuta Selatan,Badung,-8.785719,115.1637539,Stays,Premium Hotel,Beachside Resort,4.7,6164,https://maps.google.com/?cid=4824645644879043535,,,"Rp3,285,734"
75,Kuta Paradiso Hotel,"Jl. Kartika Plaza, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7256886,115.1701928,Stays,Premium Hotel,Beachside Hotel,4.2,3119,https://maps.google.com/?cid=1231882474347053854,,,"Rp2,240,000"
76,Diamond Hotel Kuta Bali,"Jl. Raya Kuta No.39, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7098059,115.1815339,Stays,Standard Hotel,City Hotel,4.2,435,https://maps.google.com/?cid=4781469510122444483,,,"Rp783,000"
77,Hotel Santika Seminyak,"Jl. Sunset Road No.17, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6902159,115.1731964,Stays,Standard Hotel,City Hotel,4.5,1842,https://maps.google.com/?cid=3872854126658128628,,,"Rp985,000"
78,Hyatt Regency Bali,"Jl. Danau Tamblingan No.89, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.702184,115.2632407,Stays,Premium Hotel,Beachside Resort,4.7,2840,https://maps.google.com/?cid=18281155865667730568,,,"Rp3,201,881"
79,Villa Kayu Raja,"Kerobokan, Jl. Lb. Sari Jl. Petitenget No.18, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6766874,115.1588431,Stays,Premium Hotel,Boutique Villa,4.5,1347,https://maps.google.com/?cid=1504660208011047128,,,"Rp4,130,995"
80,Pullman Bali Legian Beach,"Jl. Melasti No.1, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7095159,115.1672114,Stays,Premium Hotel,Beachside Hotel,4.6,5559,https://maps.google.com/?cid=5650384792718308266,,,"Rp2,420,000"
81,Bintang Bali Resort,"Jl. Kartika Plaza, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7336801,115.1650499,Stays,Premium Hotel,Beachside Resort,4.4,2002,https://maps.google.com/?cid=243741809398899765,,,"Rp2,124,000"
82,Amaris Hotel Pratama Nusa Dua,"Jl. Pratama, Banjar Celuk, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Kuta Selatan,Badung,-8.7962537,115.2247298,Stays,Standard Hotel,City Hotel,4.1,1215,https://maps.google.com/?cid=6043881550824709192,,,"Rp500,000"
83,The Ritz-Carlton Bali,"Jl. Raya Nusa Dua Selatan Jl. Nusa Dua, Lot III, Sawangan, Kec. Kuta Sel., Bali, 80361, Indonesia",Kuta Selatan,Badung,-8.8306709,115.2153312,Stays,High End Hotel,Beachside Resort,4.6,3791,https://maps.google.com/?cid=12897346423151704255,,,"Rp6,292,000"
84,The Patra Bali Resort & Villas,"Jl.Ir. H. Juanda South Kuta Beach, Tuban, Kuta, Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7396213,115.16165,Stays,Premium Hotel,Beachside Resort,4.5,3023,https://maps.google.com/?cid=17107546738829427888,,,"Rp1,782,000"
85,favehotel Sunset Seminyak,"Jl. Sunset Road No.89, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.684011,115.168672,Stays,Standard Hotel,City Hotel,4.2,1263,https://maps.google.com/?cid=4609969024671581682,,,"Rp816,480"
86,Melia Bali,"Jl. Kw. Nusa Dua Resort Itdc Lot 1, Jl. Nusa Dua, Benoa, Kec. Kuta Sel., Bali, 80363, Indonesia",Kuta Selatan,Badung,-8.7990235,115.2319056,Stays,Premium Hotel,Beachside Resort,4.5,4942,https://maps.google.com/?cid=11326762126794714425,,,"Rp2,607,669"
87,THE 1O1 Bali Fontana Seminyak,"Jl. Dewi Sri No.68, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7043089,115.1769916,Stays,Premium Hotel,City Hotel,4.4,3354,https://maps.google.com/?cid=6687434705672535305,,,"Rp1,733,333"
88,Hotel Indigo BALI SEMINYAK BEACH,"Jl. Camplung Tanduk No.10, Seminyak, Bali, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.695094,115.162367,Stays,High End Hotel,Beachside Hotel,4.8,5052,https://maps.google.com/?cid=8042986443357267166,,,"Rp5,096,637"
89,Mamaka by Ovolo,"Jl. Pantai Kuta No.32, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7127983,115.1677578,Stays,Premium Hotel,Beachside Hotel,4.6,1080,https://maps.google.com/?cid=15237585482510321336,,,"Rp1,911,714"
90,The Trans Resort Bali,"Jl. Sunset Road No.30, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.6816831,115.1665164,Stays,Premium Hotel,Beachside Hotel,4.7,5683,https://maps.google.com/?cid=14672431854320809170,,,"Rp3,450,000"
91,The Nest Hotel Nusa Dua,"Jl. Pratama No.99X, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Kuta Selatan,Badung,-8.7885378,115.2258362,Stays,Standard Hotel,Countryside Hotel,4.4,933,https://maps.google.com/?cid=16922153860920460739,,,"Rp1,080,000"
92,Plataran Canggu Resort and Spa,"Jalan Pengubugan Banjar, Jl. Silayukti, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.6505962,115.1666168,Stays,High End Hotel,Countryside Villa,4.7,786,https://maps.google.com/?cid=15981879927678661328,,,"Rp5,717,250"
93,Grand Whiz Hotel Nusa Dua,"Komplek Wisata Nusa Dua, Jl. Kw. Nusa Dua Resort, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Kuta Selatan,Badung,-8.7914192,115.2278679,Stays,Standard Hotel,Beachside Hotel,4.4,2132,https://maps.google.com/?cid=1895011848719294443,,,"Rp1,164,500"
94,Swiss-Belresort Watu Jimbar,"Jl. Danau Tamblingan No.99A, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.6914616,115.2627412,Stays,Standard Hotel,City Hotel,4.4,3055,https://maps.google.com/?cid=10415749021881377917,,,"Rp1,180,000"
95,Hilton Garden Inn Bali Ngurah Rai Airport,"Jl. Airport Ngurah Rai No.7, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7436776,115.17103,Stays,Standard Hotel,City Hotel,4.2,3398,https://maps.google.com/?cid=3193138659654143252,,,"Rp1,116,250"
96,Lloyd's Inn Bali,"Jl. Arjuna, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6966128,115.1639467,Stays,Premium Hotel,City Hotel,4.2,1148,https://maps.google.com/?cid=769829768075119515,,,"Rp1,959,404"
97,Courtyard by Marriott Bali Seminyak Resort,"Jalan Camplung Tanduk, Sp Jl. Dhyana Pura No.103, Seminyak, Kuta, Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6919082,115.1622101,Stays,Premium Hotel,City Hotel,4.7,3239,https://maps.google.com/?cid=13854009789390306699,,,"Rp2,662,000"
98,Ramada by Wyndham Bali Sunset Road Kuta,"Jl. Sunset Road No.9, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7040005,115.1816219,Stays,Standard Hotel,City Hotel,4.2,3147,https://maps.google.com/?cid=18252685618038349241,,,"Rp852,163"
99,Grand Istana Rama Hotel,"Jl. Pantai Kuta, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7158445,115.1684667,Stays,Standard Hotel,Beachside Hotel,4.4,2247,https://maps.google.com/?cid=14815275873681675263,,,"Rp1,242,487"
100,Hotel Nikko Bali Benoa Beach,"Jl. Pratama No.68X, Tanjung, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Kuta Selatan,Badung,-8.7720415,115.2226351,Stays,Premium Hotel,Beachside Hotel,4.5,1558,https://maps.google.com/?cid=189218359351594164,,,"Rp1,807,937"
101,Boss Legian Hotel,"Jl. Werkudara Jl. Raya Legian No.465, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7006154,115.1687415,Stays,Budget Hotel,Beachside Hotel,4.1,547,https://maps.google.com/?cid=14101373662416174365,,,"Rp491,323"
102,Courtyard by Marriott Bali Nusa Dua Resort,"Kawasan Pariwisata, Jl. Nusa Dua Lot Sw1, Benoa, Kec. Kuta Sel., Bali, 80363, Indonesia",Kuta Selatan,Badung,-8.8069991,115.2262474,Stays,Premium Hotel,Beachside Resort,4.6,3476,https://maps.google.com/?cid=11316110440759310323,,,"Rp2,581,333"
103,Aksari Resort Ubud,"Jl. Raya Desa Kenderan No.88x, Kenderan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80561, Indonesia",Ubud,Gianyar,-8.4284216,115.2976044,Stays,High End Hotel,Countryside Resort,4.7,1119,https://maps.google.com/?cid=11876361776436705032,,,"Rp7,480,000"
104,Tijili Benoa Hotel,"Kuta Selatan, South Kuta, Badung, Bali, Indonesia",Kuta Selatan,Badung,-8.777523,115.2237906,Stays,Premium Hotel,Beachside Hotel,4.6,3596,https://maps.google.com/?cid=3613945911438278226,,,"Rp1,890,000"
105,The St. Regis Bali Resort - CHSE Certified,"Kawasan Nusa Dua, Benoa, South Kuta, Badung, Bali 80363, Indonesia",Kuta Selatan,Badung,-8.8128275,115.2264772,Stays,Luxury Hotel,Beachside Resort,4.8,2481,https://maps.google.com/?cid=4189511058657882657,,,"Rp10,164,000"
106,Swiss Belhotel Rainforest,"Jl. Sunset Road No.101, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.708434,115.184582,Stays,Standard Hotel,City Hotel,4.5,4648,https://maps.google.com/?cid=6882070360664191934,,,"Rp1,113,333"
107,Bedrock Hotel Kuta Bali,"Jl. Wana Segara No.21, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7373811,115.1665087,Stays,Premium Hotel,City Hotel,4.2,2052,https://maps.google.com/?cid=9360019363320079981,,,"Rp1,530,000"
108,Four Seasons Resort Bali at Jimbaran Bay - CHSE Certified,"Jimbaran, Bay, Jimbaran, South Kuta, Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7844217,115.1588127,Stays,Super Luxury Hotel,Beachside Resort,4.7,2446,https://maps.google.com/?cid=16382609364309970082,,,"Rp24,377,467"
109,HARRIS Hotel Seminyak,"Jl. Drupadi No.99, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6895168,115.1638091,Stays,Standard Hotel,City Hotel,4.3,2486,https://maps.google.com/?cid=3502265460438983035,,,"Rp1,005,000"
110,Benoa Sea Suites and Villas,"Jl. Pratama Jl. Taman Segara, Tanjung, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7693414,115.222306,Stays,Premium Hotel,Beachside Hotel,4.4,351,https://maps.google.com/?cid=3462048140865218090,,,"Rp2,880,000"
111,Grand Zuri Kuta Bali,"Jl. Raya Kuta No.81, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7116773,115.1813914,Stays,Standard Hotel,City Hotel,4.6,5598,https://maps.google.com/?cid=9224913353438972690,,,"Rp1,136,591"
112,Prime Plaza Hotel Sanur – Bali,"Jl. Bypass Ngurah Rai No.83, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia",Denpasar Selatan,Denpasar,-8.6759624,115.2601494,Stays,Standard Hotel,City Hotel,4.5,4775,https://maps.google.com/?cid=2065937166450428490,,,"Rp1,307,992"
113,Bali Paragon Resort Hotel,"Jl. Raya Kampus Unud, Jimbaran, Bali, Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7851078,115.178056,Stays,Standard Hotel,City Hotel,4.4,2658,https://maps.google.com/?cid=186170976458110355,,,"Rp1,313,641"
114,Samabe Bali Suites & Villas,"Jl. Pura, Barong - Barong Sawangan, Jl. Raya Nusa Dua Selatan, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Kuta Selatan,Badung,-8.8335762,115.2116751,Stays,High End Hotel,Beachside Resort,4.7,1453,https://maps.google.com/?cid=10029028002671749438,,,"Rp7,185,914"
115,Fairfield by Marriott Bali Kuta Sunset Road,"Jl. Merdeka Raya No.VII, Abianbase, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.71585,115.184178,Stays,Premium Hotel,City Hotel,4.6,1450,https://maps.google.com/?cid=16934113025009398417,,,"Rp1,581,067"
116,"Four Points by Sheraton Bali, Kuta","Jl. Benesari, Banjar Pengabetan, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7138596,115.17112,Stays,Premium Hotel,City Hotel,4.5,2639,https://maps.google.com/?cid=6985520270396942070,,,"Rp1,613,333"
117,Alila Seminyak,"Jl. Taman Ganesha Jl. Petitenget No.9, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia",Kuta Utara,Badung,-8.680121,115.150905,Stays,High End Hotel,Beachside Resort,4.7,3441,https://maps.google.com/?cid=12429767759132428939,,,"Rp7,381,485"
118,Mercure Bali Legian,"Jl. Raya Legian No.328, Legian, Kelod, Bali, 80361, Indonesia",Kuta,Badung,-8.7080606,115.1723776,Stays,Standard Hotel,Beachside Resort,4.5,4435,https://maps.google.com/?cid=14935229869736685714,,,"Rp1,176,120"
119,Grand Kuta Hotel & Residence,"Jl. Dewi Sri No.8, Legian, Kec. Kuta, Bali, 80361, Indonesia",Kuta,Badung,-8.7001905,115.1765174,Stays,Standard Hotel,City Hotel,4.3,899,https://maps.google.com/?cid=3921331218971554467,,,"Rp1,260,000"
120,Pandawa Hill Resort,"Jl. Pantai Pandawa No.15, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8368833,115.1815055,Stays,Standard Hotel,City Hotel,4.4,954,https://maps.google.com/?cid=17051521262272081572,,,"Rp864,800"
121,Artotel Sanur - Bali,"Jl. Kusuma Sari No.1, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia",Denpasar Selatan,Denpasar,-8.7054772,115.2608695,Stays,Standard Hotel,City Hotel,4.5,1984,https://maps.google.com/?cid=107411040292710836,,,"Rp1,182,600"
122,Bulgari Resort Bali - CHSE Certified,"Banjar Dinas Kangin Jalan Goa Lempeh Jalan Raya Uluwatu, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80364, Indonesia",Kuta Selatan,Badung,-8.8429187,115.1216909,Stays,Super Luxury Hotel,Beachside Resort,4.8,2506,https://maps.google.com/?cid=16254083237683749527,,,"Rp37,348,667"
123,Holiday Inn Resort Bali Benoa,"Jl. Pratama No.86, Tanjung, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia",Kuta Selatan,Badung,-8.7822717,115.2253819,Stays,Premium Hotel,Beachside Resort,4.6,1796,https://maps.google.com/?cid=13837934811739670278,,,"Rp2,572,999"
124,Bhanuswari Resort & Spa,"Jalan Tengkulak Tengah Kemenuh Sukawati, Kemenuh, Kec. Gianyar, Kabupaten Gianyar, Bali 80552, Indonesia",Gianyar,Gianyar,-8.5397666,115.2872541,Stays,High End Hotel,Countryside Villa,4.3,558,https://maps.google.com/?cid=7634827119962715443,,,"Rp9,176,472"
125,Buana Bali Villas & Spa,"Jl. Raya Puri Gading II, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8056495,115.149935,Stays,High End Hotel,Villa,4.4,477,https://maps.google.com/?cid=13688585750456401060,,,"Rp5,580,000"
126,Le Meridien Bali Jimbaran - CHSE Certified,"Jl. Bukit Permai, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7817801,115.1655883,Stays,Premium Hotel,Beachside Resort,4.4,1802,https://maps.google.com/?cid=17173482763371215976,,,"Rp2,339,333"
127,Anantara Bali Uluwatu Resort,"Jl. Pemutih, Jl. Labuansait, Pecatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8085355,115.107911,Stays,Luxury Hotel,Beachside Resort,4.5,2318,https://maps.google.com/?cid=17597146267918428227,,,"Rp10,742,548"
128,Hadi Poetra Hotel,"Jl. Raya Kuta No.323-378, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7282315,115.1768328,Stays,Standard Hotel,City Hotel,4.2,834,https://maps.google.com/?cid=9673139097026996328,,,"Rp1,034,000"
129,SIX SENSES ULUWATU BALI,"Jl. Goa Lempeh, Uluwatu, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8442826,115.1298202,Stays,Luxury Hotel,Beachside Resort,4.6,1830,https://maps.google.com/?cid=13468133784366561224,,,"Rp12,963,888"
130,"Mandapa, A Ritz-Carlton Reserve","Jl. Raya Kedewatan, Banjar, Kedewatan, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.4859273,115.2453955,Stays,Super Luxury Hotel,Countryside Resort,4.8,2989,https://maps.google.com/?cid=4501694768053777965,,,"Rp21,175,001"
131,BEST WESTERN Kuta Villa,"Jl. Nyangnyang Sari, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.733309,115.176536,Stays,Standard Hotel,Villa,4.3,2174,https://maps.google.com/?cid=7405579098753711550,,,"Rp540,000"
132,ibis Styles Bali Benoa,"Jl. Pratama No.57A, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.7822738,115.2244592,Stays,Standard Hotel,City Hotel,4.1,1909,https://maps.google.com/?cid=13110185047093060541,,,"Rp978,360"
133,The Mulia - Nusa Dua,"Kawasan Sawangan, Jl. Raya Nusa Dua Selatan Jl. Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80362, Indonesia",Kuta Selatan,Badung,-8.8162105,115.221174,Stays,Luxury Hotel,Beachside Resort,4.6,7859,https://maps.google.com/?cid=13910365954518270966,,,"Rp11,777,533"
134,Amaris Teuku Umar Denpasar,"Jl. Teuku Umar No.139, Dauh Puri Kauh, Kec. Denpasar Bar., Kota Denpasar, Bali 80113, Indonesia",Denpasar Barat,Denpasar,-8.6809145,115.2029876,Stays,Budget Hotel,City Hotel,4.2,1772,https://maps.google.com/?cid=12953774743305450335,,,"Rp460,825"
135,Stark Boutique Hotel and Spa Bali,"Jl. Kartika Plaza No.20, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7370299,115.1670756,Stays,Standard Hotel,City Hotel,4.2,1387,https://maps.google.com/?cid=14501580223142375692,,,"Rp1,086,869"
136,b Hotel Bali & Spa,"Jl. Imam Bonjol No.508, Pemecutan Klod, Kec. Denpasar Bar., Kota Denpasar, Bali 80119, Indonesia",Denpasar Barat,Denpasar,-8.7035625,115.184132,Stays,Premium Hotel,City Hotel,4.4,2561,https://maps.google.com/?cid=8730217175880682175,,,"Rp1,596,942"
137,Lovina Beach Club & Resort,"Jl. Seririt- Singaraja, Tukadmungga, Kec. Buleleng, Kabupaten Buleleng, Bali 81119, Indonesia",Buleleng,Buleleng,-8.140103,115.051173,Stays,Premium Hotel,Beachside Resort,4.5,1128,https://maps.google.com/?cid=9024134428530652516,,,"Rp1,521,000"
138,"Marriott's Autograph Collection, The Stones Hotel, Bali","Jl. Raya Pantai Kuta Banjar Legian Kelod Legian Bali, The Stones Entertainment Center, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7113484,115.167767,Stays,Premium Hotel,City Hotel,4.6,4573,https://maps.google.com/?cid=9094682167828100978,,,"Rp2,920,133"
139,Ohana Hotel Kuta,"Jl. Kubu Anyar No.20, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7258754,115.1755145,Stays,Standard Hotel,City Hotel,4.1,1015,https://maps.google.com/?cid=5011326731507320308,,,"Rp1,350,000"
140,Seminyak Icon by Karaniya Experience,"Dewi Madri, Jl. Bali Deli, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.6863282,115.1693443,Stays,High End Hotel,Boutique Villa,4.6,346,https://maps.google.com/?cid=12471815883033475168,,,"Rp7,362,500"
141,SOL by Melia Benoa Bali-All Inclusive,"Kuta Selatan, South Kuta, Badung, Bali, Indonesia",Kuta Selatan,Badung,-8.7868498,115.2263646,Stays,Premium Hotel,Beachside Resort,4.4,1355,https://maps.google.com/?cid=2750155343923967841,,,"Rp1,599,624"
142,HOTEL & RESIDENCES Riverview Kuta - Bali (Associated HARRIS),"Jl. Raya Kuta No.62A, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7178282,115.1808951,Stays,Standard Hotel,City Hotel,4.3,2360,https://maps.google.com/?cid=3474459266503390157,,,"Rp925,200"
143,Hotel Santika Kuta,"Jl. Raya Kuta No.98, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia",Kuta,Badung,-8.7213889,115.1794444,Stays,Standard Hotel,City Hotel,4.3,1388,https://maps.google.com/?cid=18085034688235804998,,,"Rp945,000"
144,Wyndham Tamansari Jivva Resort,"Pantai Lepang, Jl. Subak Lepang No.16, Takmung, Kec. Banjarangkan, Kabupaten Klungkung, Bali 80752, Indonesia",Banjar,Klungkung,-8.573117,115.3837247,Stays,Standard Hotel,Beachside Resort,4.5,2245,https://maps.google.com/?cid=13615230249531469615,,,"Rp1,018,125"
145,Nunamkhalu Private Villas & Spa,"Jl. Melasti II, Kutuh, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia",Kuta Selatan,Badung,-8.8348817,115.1795756,Stays,High End Hotel,Boutique Villa,4.8,188,https://maps.google.com/?cid=10827829939338415458,,,"Rp6,818,181"
146,Kaamala Resort Ubud,"No.888 x, Jl. Bisma No.888x, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia",Ubud,Gianyar,-8.516352,115.257699,Stays,High End Hotel,Countryside Resort,4.8,1066,https://maps.google.com/?cid=17919249353498754070,,,"Rp5,073,821"
147,Abian Harmony Hotel & Spa,"Jl. Danau Tamblingan No.192, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80229, Indonesia",Denpasar Selatan,Denpasar,-8.7033512,115.2608443,Stays,Standard Hotel,City Hotel,3.9,918,https://maps.google.com/?cid=5810265576221986885,,,"Rp1,307,968"
148,ibis Styles Bali Denpasar,"Jl. Teuku Umar No.183, Dauh Puri Kauh, Kec. Denpasar Bar., Kota Denpasar, Bali 80114, Indonesia",Denpasar Barat,Denpasar,-8.679195,115.205479,Stays,Standard Hotel,City Hotel,4.2,3075,https://maps.google.com/?cid=15843070221249290729,,,"Rp570,274"
149,"Four Points by Sheraton Bali, Ungasan","Jl. Raya Uluwatu Banjar Giri Dharma, Ungasan, Kec. Kuta Sel., Kabupaten Badung, Bali 80364, Indonesia",Kuta Selatan,Badung,-8.8087356,115.158855,Stays,Standard Hotel,Countryside Hotel,4.6,1439,https://maps.google.com/?cid=1608679012647471165,,,"Rp1,290,667"
